,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
128,"I'll try and say ""How doth the little--""'
and she crossed her hands on her lap as if she were saying lessons,
and began to repeat it, but her voice sounded hoarse and
strange, and the words did not come the same as they used to do:--

            `How doth the little crocodile
              Improve his shining tail,
            And pour the waters of the Nile
              On every golden scale!","i will try and say ""how doth the little--""' and she crossed her hands on her lap as if she were saying lessons, and began to repeat it, but her voice sounded hoarse and strange, and the words did not come the same as they used to do:-- 'how doth the little crocodile improve his shining tail, and pour the waters of the nile on every golden scale!",398,0.3663,-0.009999999999999998,-0.9980960488319397
129,"`How cheerfully he seems to grin,
              How neatly spread his claws,
            And welcome little fishes in
              With gently smiling jaws!'","'how cheerfully he seems to grin, how neatly spread his claws, and welcome little fishes in with gently smiling jaws!'",158,0.9508,0.31562500000000004,0.999836802482605
130,"`I'm sure those are not the right words,' said poor Alice, and
her eyes filled with tears again as she went on, `I must be Mabel
after all, and I shall have to go and live in that poky little
house, and have next to no toys to play with, and oh!","i am sure those are not the right words,' said poor alice, and her eyes filled with tears again as she went on, 'i must be mabel after all, and i shall have to go and live in that poky little house, and have next to no toys to play with, and oh!",245,-0.4199,0.10493970315398886,-0.9988150000572205
131,"ever so
many lessons to learn!",ever so many lessons to learn!,30,0.0,0.625,0.997605562210083
132,"No, I've made up my mind about it; if I'm
Mabel, I'll stay down here!","no, i have made up my mind about it; if i am mabel, i will stay down here!",69,0.0,-0.19444444444444448,-0.993433952331543
133,"It'll be no use their putting their
heads down and saying ""Come up again, dear!""","it will be no use their putting their heads down and saying ""come up again, dear!""",80,0.1759,-0.19444444444444448,-0.8952038288116455
134,"I shall only look
up and say ""Who am I then?","i shall only look up and say ""who am i then?",44,0.0,0.0,-0.9944596886634827
135,"Tell me that first, and then, if I
like being that person, I'll come up:  if not, I'll stay down
here till I'm somebody else""--but, oh dear!'","tell me that first, and then, if i like being that person, i will come up: if not, i will stay down here till i am somebody else""--but, oh dear!",141,0.6588,0.027777777777777762,0.7185118794441223
136,"cried Alice, with a
sudden burst of tears, `I do wish they WOULD put their heads
down!","cried alice, with a sudden burst of tears, 'i do wish they would put their heads down!",86,-0.2714,-0.09722222222222224,-0.9836599826812744
137,I am so VERY tired of being all alone here!',i am so very tired of being all alone here!,44,-0.6969,-0.65,-0.9995412230491638
138,"As she said this she looked down at her hands, and was
surprised to see that she had put on one of the Rabbit's little
white kid gloves while she was talking.","as she said this she looked down at her hands, and was surprised to see that she had put on one of the rabbit's little white kid gloves while she was talking.",158,0.2263,-0.060763888888888895,0.8339277505874634
139,"`How CAN I have done
that?'",'how can i have done that?',27,0.0,0.0,-0.9989468455314636
140,she thought.,she thought.,12,0.0,0.0,0.9933278560638428
141,`I must be growing small again.','i must be growing small again.',32,0.1779,-0.25,-0.9876917004585266
142,"She got up
and went to the table to measure herself by it, and found that,
as nearly as she could guess, she was now about two feet high,
and was going on shrinking rapidly:  she soon found out that the
cause of this was the fan she was holding, and she dropped it
hastily, just in time to avoid shrinking away altogether.","she got up and went to the table to measure herself by it, and found that, as nearly as she could guess, she was now about two feet high, and was going on shrinking rapidly: she soon found out that the because of this was the fan she was holding, and she dropped it hastily, just in time to avoid shrinking away altogether.",322,0.0258,0.13,-0.9970898628234863
143,`That WAS a narrow escape!','that was a narrow escape!',27,0.2481,-0.25,-0.989755392074585
144,"said Alice, a good deal frightened at
the sudden change, but very glad to find herself still in
existence; `and now for the garden!'","said alice, a good deal frightened at the sudden change, but very glad to find herself still in existence; 'and now for the garden!'",132,0.6938,0.5041666666666667,0.9990010857582092
145,"and she ran with all speed
back to the little door:  but, alas!","and she ran with all speed back to the little door: but, alas!",63,-0.3708,-0.22916666666666666,0.6528142690658569
146,"the little door was shut
again, and the little golden key was lying on the glass table as
before, `and things are worse than ever,' thought the poor child,
`for I never was so small as this before, never!","the little door was shut again, and the little golden key was lying on the glass table as before, 'and things are worse than ever,' thought the poor child, 'for i never was so small as this before, never!",204,-0.8718,-0.16964285714285715,-0.9995054602622986
147,"And I declare
it's too bad, that it is!'","and i declare it is too bad, that it is!",40,-0.5848,-0.8749999999999998,-0.9998148083686829
148,"As she said these words her foot slipped, and in another
moment, splash!","as she said these words her foot slipped, and in another moment, splash!",72,0.0,0.0,-0.9662075638771057
149,she was up to her chin in salt water.,she was up to her chin in salt water.,37,0.0,0.0,0.9799357652664185
150,"Her first
idea was that she had somehow fallen into the sea, `and in that
case I can go back by railway,' she said to herself.","her first idea was that she had somehow fallen into the sea, 'and in that case i can go back by railway,' she said to herself.",126,-0.3612,0.125,-0.9973011612892151
151,"(Alice had
been to the seaside once in her life, and had come to the general
conclusion, that wherever you go to on the English coast you find
a number of bathing machines in the sea, some children digging in
the sand with wooden spades, then a row of lodging houses, and
behind them a railway station.)","(alice had been to the seaside once in her life, and had come to the general conclusion, that wherever you go to on the english coast you find a number of bathing machines in the sea, some children digging in the sand with wooden spades, then a row of lodging houses, and behind them a railway station.)",303,0.0772,-0.0875,-0.8742473125457764
152,"However, she soon made out that
she was in the pool of tears which she had wept when she was nine
feet high.","however, she soon made out that she was in the pool of tears which she had wept when she was nine feet high.",108,-0.5994,0.16,-0.990877091884613
153,`I wish I hadn't cried so much!','i wish i had not cried so much!',32,0.6341,0.25,-0.7845021486282349
154,"said Alice, as she swam about,
trying to find her way out.","said alice, as she swam about, trying to find her way out.",58,0.0,0.0,-0.9901933073997498
155,"`I shall be punished for it now, I
suppose, by being drowned in my own tears!","i shall be punished for it now, i suppose, by being drowned in my own tears!",77,-0.8439,0.325,-0.9992368221282959
156,"That WILL be a queer
thing, to be sure!","that will be a queer thing, to be sure!",39,0.3802,0.625,-0.9772395491600037
157,"However, everything is queer to-day.'","however, everything is queer to-day.",37,0.0,0.0,-0.9316796660423279
158,"Just then she heard something splashing about in the pool a
little way off, and she swam nearer to make out what it was:  at
first she thought it must be a walrus or hippopotamus, but then
she remembered how small she was now, and she soon made out that
it was only a mouse that had slipped in like herself.","just then she heard something splashing about in the pool a little way off, and she swam nearer to make out what it was: at first she thought it must be a walrus or hippopotamus, but then she remembered how small she was now, and she soon made out that it was only a mouse that had slipped in like herself.",307,0.5023,-0.046875,-0.9880564212799072
